CID,BDATE,GEN
25585,1964-10-07,Male
25586,1964-02-20,Female
25587,1965-10-18,Male
25588,1965-01-31,Male
25589,1970-02-23,Female
25590,1976-03-23,Female
25591,1975-10-20,Male
25592,1986-03-14,Female
25593,1985-08-13,Male
25594,1975-12-31,Female
25595,1976-01-31,Male
25596,1976-04-22,Female
25597,1975-11-03,Male
25598,1976-01-14,Female
25599,1980-06-04,Male
25600,1974-08-22,Male
25601,1975-04-19,Female
25602,1974-07-05,Male
25603,1980-03-20,Female
25604,1974-09-24,Male
25605,1957-10-20,Female
25606,1958-05-09,Female
25607,1969-05-22,Female
25608,1958-01-31,Female
25609,1957-05-02,Female
25610,1979-04-20,Female
25611,1979-11-07,Female
25612,1974-03-21,Male
25613,1974-06-18,Male
25614,1973-11-13,Female
25615,1973-10-26,Female
25616,1973-08-26,Male
25617,1979-02-09,Male
25618,1973-12-22,Male
25619,1984-09-16,Male
25620,1973-10-25,Male
25621,1973-07-13,Male
25622,1979-01-06,Female
25623,1979-03-02,Female
25624,1974-04-09,Female
25625,1970-01-15,Female
25626,1975-05-18,Female
25627,1969-09-21,Male
25628,1975-05-24,Female
25629,1974-10-03,Male
25630,1969-04-12,Female
25631,1974-08-04,Female
25632,1938-04-16,Male
25633,1939-02-08,Female
25634,1977-11-21,Female
25635,1971-10-07,Male
25636,1977-03-22,Male
25637,1977-04-20,Female
25638,1970-09-08,Male
25639,1971-01-30,Male
25640,1982-05-21,Female
25641,1970-08-26,Female
25642,1970-09-09,Male
25643,1981-02-12,Male
25644,1975-07-05,Male
25645,1981-02-16,Male
25646,1981-04-12,Male
25647,1975-02-05,Female
25648,1979-12-13,Female
25649,1969-05-23,Female
25650,1974-05-02,Female
25651,1968-12-13,Male
25652,1983-12-25,Female
25653,1983-03-20,Male
25654,1984-09-30,Female
25655,1974-02-11,Female
25656,1968-05-08,Female
25657,1967-10-12,Female
25658,1967-11-01,Male
25659,1967-08-05,Male
25660,1967-09-24,Male
25661,1968-01-09,Male
25662,1983-11-06,Male
25663,1984-01-20,Male
25664,1984-01-19,Male
25665,1983-04-04,Female
25666,1983-05-05,Male
25667,1983-04-27,Female
25668,1983-03-25,Female
25669,1983-05-27,Female
25670,1982-01-06,Female
25671,1982-05-06,Male
25672,1980-10-10,Female
25673,1981-10-08,Male
25674,1982-01-23,Male
25675,1981-12-09,Male
25676,1982-02-10,Female
25677,1979-08-25,Female
25678,1980-05-02,Female
25679,1980-12-18,Female
25680,1981-03-25,Male
25681,1980-08-29,Female
25682,1984-11-22,Female
25683,1976-02-22,Female
25684,1967-08-31,Male
25685,1968-06-18,Female
25686,1984-05-01,Female
25687,1967-03-13,Female
25688,1967-01-22,Male
25689,1967-11-20,Female
25690,1972-06-09,Male
25691,1967-01-22,Male
25692,1940-12-14,Male
25693,1968-02-19,Female
25694,1978-10-17,Female
25695,1963-10-14,Female
25696,1963-02-19,Male
25697,1961-10-09,Male
25698,1962-01-25,Female
25699,1962-03-21,Male
25700,1960-02-15,Female
25701,1945-12-02,Male
25702,1947-10-12,Female
25703,1948-01-18,Female
25704,1985-08-04,Male
25705,1984-12-23,Male
25706,1983-12-12,Male
25707,1984-05-22,Male
25708,1984-01-06,Female
25709,1984-07-08,Female
25710,1985-05-20,Female
25711,1985-03-22,Male
25712,1985-02-12,Male
25713,1984-09-15,Female
25714,1984-03-02,Male
25715,1984-01-18,Female
25716,1984-05-24,Male
25717,1983-09-15,Male
25718,1983-02-21,Male
25719,1954-02-07,Female
25720,1948-10-01,Male
25721,1949-04-18,Female
25722,1967-01-16,Male
25723,1967-05-13,Female
25724,1967-02-23,Female
25725,1972-02-01,Male
25726,1967-05-05,Male
25727,1967-05-21,Female
25728,1966-09-05,Male
25729,1965-07-11,Female
25730,1965-07-12,Female
25731,1965-10-31,Female
25732,1971-09-07,Female
25733,1976-05-13,Female
25734,1975-03-09,Male
25735,1966-04-03,Female
25736,1976-09-01,Male
25737,1982-03-13,Male
25738,1965-01-12,Female
25739,1963-12-18,Male
25740,1975-09-19,Female
25741,1975-10-24,Female
25742,1974-08-11,Female
25743,1981-10-08,Male
25744,1975-11-17,Male
25745,1974-12-08,Female
25746,1980-04-22,Female
25747,1975-01-18,Male
25748,1975-02-08,Female
25749,1986-01-30,Female
25750,1974-08-30,Male
25751,1980-01-31,Female
25752,1958-04-24,Female
25753,1957-02-10,Female
25754,1962-11-17,Male
25755,1979-04-21,Male
25756,1979-08-09,Female
25757,1974-01-08,Male
25758,1984-10-01,Female
25759,1979-02-09,Female
25760,1974-06-04,Female
25761,1973-12-11,Female
25762,1973-08-11,Female
25763,1974-05-03,Female
25764,1973-09-14,Female
25765,1974-05-16,Female
25766,1973-09-06,Female
25767,1979-10-19,Female
25768,1967-12-30,Male
25769,1962-12-25,Male
25770,1967-09-20,Male
25771,1961-10-06,Female
25772,1962-05-05,Male
25773,1967-05-21,Male
25774,1972-08-29,Male
25775,1961-11-19,Female
25776,1972-11-10,Male
25777,1971-09-03,Female
25778,1971-09-30,Male
25779,1955-05-13,Male
25780,1949-12-03,Female
25781,1949-08-18,Male
25782,1957-06-30,Male
25783,1952-03-14,Male
25784,1952-06-01,Male
25785,1971-02-08,Male
25786,1958-12-29,Female
25787,1970-09-21,Male
25788,1965-10-04,Female
25789,1959-02-09,Female
25790,1959-03-10,Male
25791,1964-05-23,Male
25792,1958-10-05,Female
25793,1964-08-13,Female
25794,1963-10-21,Female
25795,1958-01-10,Female
25796,1963-03-09,Male
25797,1957-05-07,Male
25798,1956-09-20,Male
25799,1956-09-14,Female
25800,1955-11-16,Female
25801,1955-10-30,Male
25802,1960-11-10,Male
25803,1954-11-06,Male
25804,1960-04-04,Male
25805,1954-10-29,Female
25806,1959-05-03,Male
25807,1953-05-09,Female
25808,1952-10-29,Female
25809,1981-05-25,Male
25810,1986-03-10,Male
25811,1982-01-23,Male
25812,1981-09-12,Female
25813,1981-06-07,Male
25814,1981-04-11,Female
25815,1986-03-21,Female
25816,1981-02-06,Female
25817,1979-05-05,Male
25818,1980-05-07,Male
25819,1979-02-15,Male
25820,1984-11-21,Male
25821,1979-01-13,Female
25822,1984-01-21,Male
25823,1979-01-23,Male
25824,1983-06-22,Male
25825,1977-12-05,Female
25826,1977-10-08,Male
25827,1976-08-29,Female
25828,1981-08-30,Male
25829,1981-03-12,Female
25830,1975-08-29,Male
25831,1976-12-22,Male
25832,1976-09-30,Male
25833,1960-02-05,Female
25834,1954-05-18,Male
25835,1953-06-08,Female
25836,1943-06-18,Male
25837,1943-04-25,Male
25838,1949-02-23,Female
25839,1944-03-05,Male
25840,1943-07-17,Female
25841,1943-09-24,Female
25842,1944-10-07,Male
25843,1944-08-16,Male
25844,1951-10-16,Female
25845,1946-01-10,Male
25846,1946-02-23,Female
25847,1946-06-11,Female
25848,1946-12-09,Male
25849,1947-01-23,Female
25850,1946-09-21,Male
25851,1946-09-11,Male
25852,1953-06-23,Female
25853,1949-01-30,Female
25854,1949-02-06,Male
25855,1948-10-02,Male
25856,1949-11-14,Male
25857,1950-03-05,Female
25858,1951-05-05,Female
25859,1950-12-02,Female
25860,1950-11-24,Male
25861,1950-08-26,Male
25862,1951-03-02,Male
25863,1952-06-01,Female
25864,1951-12-05,Female
25865,1951-11-06,Male
25866,1952-05-09,Male
25867,1952-04-18,Male
25868,1952-05-03,Female
25869,1958-08-06,Male
25870,1953-03-31,Male
25871,1952-12-20,Male
25872,1964-04-12,Female
25873,1952-11-10,Male
25874,1958-08-11,Female
25875,1959-06-09,Female
25876,1953-11-30,Male
25877,1954-06-03,Female
25878,1953-12-07,Female
25879,1953-12-09,Female
25880,1953-11-05,Male
25881,1959-03-19,Female
25882,1954-02-20,Male
25883,1960-01-31,Male
25884,1956-04-17,Male
25885,1961-10-13,Female
25886,1955-11-14,Female
25887,1961-05-20,Male
25888,1961-04-19,Female
25889,1955-11-23,Male
25890,1956-03-14,Female
25891,1956-03-20,Male
25892,1956-09-17,Female
25893,1956-10-23,Female
25894,1956-10-30,Male
25895,1957-09-02,Male
25896,1958-01-31,Female
25897,1958-04-11,Female
25898,1958-05-16,Female
25899,1958-04-03,Female
25900,1957-10-12,Female
25901,1958-05-15,Male
25902,1958-01-03,Male
25903,1957-11-20,Male
25904,1959-05-15,Male
25905,1964-11-21,Male
25906,1949-09-30,Female
25907,1950-02-21,Female
25908,1984-09-19,Female
25909,1984-12-02,Male
25910,1985-03-17,Female
25911,1983-09-30,Female
25912,1952-12-19,Male
25913,1958-08-06,Male
25914,1983-09-29,Male
25915,1983-11-06,Female
25916,1984-01-10,Female
25917,1983-09-22,Male
25918,1951-08-10,Female
25919,1957-10-30,Female
25920,1951-12-15,Male
25921,1958-09-16,Male
25922,1953-03-13,Female
25923,1959-02-19,Male
25924,1984-05-19,Female
25925,1983-05-02,Female
25926,1959-09-12,Male
25927,1954-06-03,Female
25928,1953-12-06,Male
25929,1983-03-25,Female
25930,1983-01-07,Male
25931,1983-02-07,Male
25932,1983-05-25,Male
25933,1982-12-03,Male
25934,1983-03-23,Male
25935,1954-09-15,Female
25936,1960-10-23,Female
25937,1960-04-18,Male
25938,1955-04-21,Male
25939,1961-10-20,Male
25940,1957-02-10,Male
25941,1956-11-13,Female
25942,1985-07-16,Female
25943,1984-08-02,Female
25944,1958-04-17,Male
25945,1957-08-16,Male
25946,1964-03-19,Female
25947,1960-04-11,Male
25948,1965-05-06,Female
25949,1959-07-18,Female
25950,1980-12-23,Male
25951,1986-03-15,Male
25952,1980-11-18,Male
25953,1981-05-10,Male
25954,1981-02-06,Male
25955,1980-11-12,Female
25956,1980-06-18,Male
25957,1982-01-07,Female
25958,1961-09-08,Male
25959,1982-05-10,Female
25960,1962-12-03,Male
25961,1962-09-24,Male
25962,1984-01-25,Female
25963,1980-05-13,Male
25964,1979-08-09,Male
25965,1971-12-20,Female
25966,1971-12-15,Male
25967,1963-03-25,Female
25968,1970-04-08,Male
25969,1969-10-15,Male
25970,1970-03-13,Female
25971,1968-10-05,Female
25972,1969-01-01,Female
25973,1968-09-10,Female
25974,1974-04-01,Male
25975,1968-09-17,Female
25976,1973-10-15,Male
25977,1979-04-20,Female
25978,1931-05-23,Female
25979,1974-01-29,Male
25980,1974-04-06,Female
25981,1969-05-14,Male
25982,1968-10-14,Female
25983,1969-02-18,Male
25984,1969-05-25,Female
25985,1968-11-23,Male
25986,1968-07-23,Female
25987,1978-11-18,Male
25988,1973-01-14,Male
25989,1973-01-14,Male
25990,1968-02-19,Female
25991,1973-03-08,Female
25992,1967-11-09,Female
25993,1977-11-20,Female
25994,1983-03-10,Male
25995,1966-09-30,Male
25996,1967-02-12,Female
25997,1967-05-21,Female
25998,1966-09-01,Male
25999,1965-12-29,Male
26000,1971-10-02,Male
26001,1972-09-21,Male
26002,1973-04-01,Male
26003,1973-05-24,Female
26004,1966-05-08,Female
26005,1966-05-18,Female
26006,1965-04-22,Male
26007,1970-04-04,Male
26008,1970-06-19,Female
26009,1965-03-12,Male
26010,1965-06-21,Female
26011,1970-03-07,Female
26012,1969-08-12,Male
26013,1969-04-17,Female
26014,1963-12-19,Female
26015,1963-10-20,Male
26016,1963-11-06,Male
26017,1963-11-04,Male
26018,1964-01-15,Male
26019,1980-05-01,Male
26020,1980-04-16,Male
26021,1975-01-25,Female
26022,1980-03-31,Female
26023,1974-05-09,Female
26024,1981-10-17,Female
26025,1975-08-15,Female
26026,1972-11-10,Female
26027,1975-06-23,Female
26028,1980-10-10,Female
26029,1977-07-15,Male
26030,1971-04-21,Female
26031,1976-05-23,Female
26032,1976-08-01,Female
26033,1976-07-09,Male
26034,1975-06-24,Female
26035,1980-11-21,Male
26036,1970-04-19,Female
26037,1978-12-15,Male
26038,1984-12-20,Female
26039,1968-01-10,Male
26040,1962-11-21,Female
26041,1963-01-02,Female
26042,1963-04-05,Male
26043,1967-08-05,Female
26044,1972-10-12,Male
26045,1972-12-08,Male
26046,1967-05-15,Female
26047,1961-10-05,Female
26048,1961-06-30,Male
26049,1972-12-01,Male
26050,1962-03-14,Male
26051,1938-06-23,Male
26052,1970-10-22,Female
26053,1976-03-18,Male
26054,1976-01-10,Male
26055,1976-08-16,Male
26056,1971-06-14,Female
26057,1970-08-17,Male
26058,1982-05-21,Female
26059,1971-04-20,Male
26060,1976-11-08,Male
26061,1970-10-16,Male
26062,1970-03-11,Male
26063,1970-01-10,Male
26064,1969-12-18,Male
26065,1975-02-16,Female
26066,1962-01-24,Female
26067,1961-07-22,Female
26068,1967-12-13,Male
26069,1973-03-15,Female
26070,1961-12-31,Male
26071,1961-01-04,Female
26072,1961-01-01,Female
26073,1939-10-09,Female
26074,1969-04-14,Male
26075,1974-04-23,Female
26076,1968-05-12,Female
26077,1968-05-22,Male
26078,1973-05-07,Male
26079,1979-03-09,Male
26080,1968-05-22,Female
26081,1968-02-20,Male
26082,1973-07-01,Male
26083,1967-08-05,Female
26084,1967-10-24,Male
26085,1967-01-23,Male
26086,1967-01-17,Male
26087,1972-07-23,Female
26088,1978-03-12,Male
26089,1967-02-08,Male
26090,1972-10-19,Male
26091,1967-02-18,Female
26092,1960-10-31,Male
26093,1966-08-06,Female
26094,1966-06-07,Female
26095,1972-01-08,Female
26096,1960-07-24,Male
26097,1940-12-08,Male
26098,1941-03-08,Male
26099,1941-07-08,Female
26100,1941-09-30,Female
26101,1941-07-12,Male
26102,1965-12-20,Female
26103,1965-09-23,Male
26104,1971-02-10,Male
26105,1977-05-06,Female
26106,1965-09-09,Male
26107,1965-10-10,Female
26108,1971-05-02,Male
26109,1965-08-30,Male
26110,1960-05-04,Male
26111,1960-01-07,Female
26112,1959-02-07,Male
26113,1958-09-10,Female
26114,1964-02-14,Male
26115,1959-04-23,Female
26116,1959-01-02,Female
26117,1958-04-07,Male
26118,1958-02-22,Female
26119,1962-11-14,Female
26120,1956-10-18,Male
26121,1957-01-13,Female
26122,1967-10-01,Female
26123,1957-05-06,Female
26124,1966-09-05,Female
26125,1956-05-13,Female
26126,1960-10-22,Female
26127,1954-09-30,Male
26128,1960-05-23,Male
26129,1969-10-02,Female
26130,1975-11-10,Male
26131,1969-04-24,Male
26132,1969-06-12,Female
26133,1969-01-07,Male
26134,1983-10-29,Female
26135,1972-08-20,Female
26136,1972-12-24,Female
26137,1972-10-05,Male
26138,1967-09-06,Female
26139,1972-07-17,Male
26140,1972-06-26,Female
26141,1983-03-23,Male
26142,1966-06-25,Male
26143,1965-02-05,Female
26144,1938-08-08,Female
26145,1971-04-12,Male
26146,1970-09-08,Female
26147,1970-08-01,Male
26148,1970-09-24,Male
26149,1969-09-11,Female
26150,1975-10-24,Female
26151,1964-08-04,Male
26152,1974-08-09,Female
26153,1967-11-07,Female
26154,1968-04-26,Male
26155,1973-09-18,Male
26156,1967-10-04,Female
26157,1966-08-11,Male
26158,1963-02-12,Female
26159,1963-01-07,Female
26160,1963-02-23,Male
26161,1971-10-16,Male
26162,1966-02-07,Female
26163,1965-11-15,Female
26164,1971-12-09,Female
26165,1962-08-26,Female
26166,1961-09-04,Male
26167,1964-05-17,Female
26168,1982-02-23,Male
26169,1981-08-30,Female
26170,1981-11-01,Male
26171,1981-03-02,Male
26172,1981-02-14,Female
26173,1982-04-01,Female
26174,1985-12-24,Male
26175,1986-02-14,Male
26176,1986-02-13,Male
26177,1986-04-06,Female
26178,1985-10-30,Female
26179,1951-12-08,Female
26180,1983-08-02,Male
26181,1983-08-16,Male
26182,1943-10-08,Female
26183,1982-08-04,Male
26184,1982-08-30,Male
26185,1982-07-21,Female
26186,1950-10-22,Female
26187,1945-11-19,Male
26188,1946-04-07,Male
26189,1945-09-30,Male
26190,1947-02-12,Male
26191,1948-09-07,Male
26192,1949-01-08,Male
26193,1981-07-31,Male
26194,1982-06-10,Male
26195,1981-09-16,Female
26196,1980-11-17,Male
26197,1980-08-30,Male
26198,1979-10-19,Female
26199,1980-04-04,Male
26200,1978-01-29,Male
26201,1979-10-19,Male
26202,1974-02-11,Female
26203,1973-03-18,Female
26204,1976-09-01,Female
26205,1964-06-13,Male
26206,1964-01-02,Male
26207,1963-12-11,Male
26208,1964-02-16,Female
26209,1986-01-24,Female
26210,1986-03-08,Male
26211,1986-02-14,Female
26212,1984-11-03,Female
26213,1983-10-07,Male
26214,1980-02-07,Female
26215,1980-05-01,Male
26216,1983-08-18,Female
26217,1983-11-13,Male
26218,1978-01-29,Male
26219,1979-02-24,Female
26220,1978-11-19,Male
26221,1978-05-06,Female
26222,1978-01-30,Female
26223,1978-01-18,Male
26224,1983-10-16,Male
26225,1983-08-08,Male
26226,1978-05-22,Female
26227,1977-08-03,Male
26228,1978-03-19,Female
26229,1976-10-25,Female
26230,1977-04-30,Female
26231,1982-10-29,Male
26232,1981-01-17,Male
26233,1975-08-08,Female
26234,1981-06-25,Male
26235,1981-02-03,Female
26236,1986-05-01,Female
26237,1979-09-04,Female
26238,1980-03-16,Female
26239,1980-06-04,Female
26240,1979-12-17,Female
26241,1979-09-16,Male
26242,1980-11-18,Female
26243,1972-01-01,Male
26244,1972-01-30,Male
26245,1972-03-03,Male
26246,1972-03-14,Female
26247,1977-05-20,Female
26248,1959-09-07,Male
26249,1960-03-30,Male
26250,1965-05-06,Male
26251,1959-11-08,Male
26252,1960-04-23,Female
26253,1961-01-04,Male
26254,1966-07-09,Male
26255,1966-09-09,Male
26256,1961-01-10,Male
26257,1960-07-24,Male
26258,1966-02-21,Female
26259,1966-02-21,Male
26260,1971-11-13,Male
26261,1961-11-05,Female
26262,1967-06-15,Female
26263,1961-10-18,Female
26264,1962-02-20,Male
26265,1962-04-09,Female
26266,1962-03-22,Male
26267,1961-10-22,Male
26268,1963-02-23,Male
26269,1963-01-03,Female
26270,1962-09-05,Female
26271,1963-03-19,Female
26272,1968-05-14,Female
26273,1973-09-12,Female
26274,1962-10-22,Female
26275,1964-05-27,Male
26276,1963-08-08,Female
26277,1964-05-23,Female
26278,1975-04-03,Male
26279,1970-12-03,Female
26280,1964-10-21,Male
26281,1964-11-21,Male
26282,1977-07-04,Male
26283,1983-10-16,Male
26284,1977-08-22,Male
26285,1978-02-13,Female
26286,1978-06-06,Male
26287,1977-12-29,Male
26288,1978-11-07,Female
26289,1984-02-13,Male
26290,1978-12-30,Male
26291,1977-03-05,Male
26292,1977-02-22,Female
26293,1977-01-05,Male
26294,1977-10-30,Male
26295,1977-07-21,Female
26296,1977-12-21,Female
26297,1983-12-23,Male
26298,1983-01-07,Female
26299,1983-07-24,Male
26300,1977-10-13,Female
26301,1977-07-14,Male
26302,1976-01-09,Male
26303,1981-05-12,Male
26304,1975-12-30,Female
26305,1980-12-08,Female
26306,1980-04-22,Male
26307,1975-02-22,Male
26308,1980-09-13,Female
26309,1980-07-19,Male
26310,1975-03-22,Female
26311,1977-02-17,Female
26312,1976-12-28,Female
26313,1982-10-29,Male
26314,1923-11-16,Male
26315,1980-05-11,Female
26316,1975-04-06,Female
26317,1974-11-15,Female
26318,1979-04-20,Male
26319,1974-05-17,Male
26320,1973-09-18,Female
26321,1979-11-16,Male
26322,1978-09-10,Male
26323,1976-05-06,Male
26324,1976-05-06,Female
26325,1981-10-19,Male
26326,1981-07-02,Male
26327,1975-10-31,Male
26328,1975-10-06,Male
26329,1978-05-17,Female
26330,1972-10-30,Male
26331,1973-03-03,Female
26332,1977-09-22,Male
26333,1971-10-29,Female
26334,1971-10-02,Male
26335,1971-11-06,Female
26336,1972-02-22,Male
26337,1977-05-24,Female
26338,1971-10-07,Female
26339,1972-04-07,Female
26340,1980-03-16,Female
26341,1974-09-19,Female
26342,1980-08-12,Male
26343,1976-09-11,Female
26344,1970-12-24,Female
26345,1971-01-07,Male
26346,1971-03-14,Male
26347,1971-06-01,Male
26348,1970-09-10,Male
26349,1976-04-15,Male
26350,1971-05-02,Female
26351,1970-07-24,Female
26352,1974-02-19,Female
26353,1974-01-20,Female
26354,1973-12-22,Male
26355,1931-02-04,Male
26356,1972-09-07,Male
26357,1973-06-01,Male
26358,1932-02-07,Male
26359,1973-02-17,Male
26360,1978-05-21,Male
26361,1971-08-08,Female
26362,1971-09-15,Female
26363,1972-11-29,Male
26364,1933-08-17,Female
26365,1977-02-16,Male
26366,1972-05-27,Male
26367,1971-08-18,Male
26368,1971-03-04,Male
26369,1971-03-24,Female
26370,1982-03-13,Female
26371,1976-03-01,Female
26372,1969-10-19,Female
26373,1977-12-10,Female
26374,1982-02-24,Male
26375,1976-12-12,Male
26376,1958-07-17,Male
26377,1958-12-03,Female
26378,1963-12-01,Male
26379,1963-12-07,Female
26380,1962-11-16,Male
26381,1968-08-19,Male
26382,1974-05-02,Male
26383,1961-08-15,Male
26384,1962-01-31,Male
26385,1961-12-26,Male
26386,1961-10-18,Female
26387,1962-06-21,Male
26388,1961-02-22,Male
26389,1966-02-13,Female
26390,1960-07-15,Male
26391,1955-09-22,Female
26392,1949-08-13,Female
26393,1955-08-04,Male
26394,1951-02-02,Female
26395,1950-07-20,Female
26396,1950-11-16,Male
26397,1951-02-05,Male
26398,1950-12-08,Male
26399,1951-12-23,Male
26400,1958-09-16,Female
26401,1960-05-11,Female
26402,1959-03-07,Female
26403,1964-06-21,Male
26404,1959-01-03,Female
26405,1963-04-23,Female
26406,1957-08-25,Female
26407,1963-04-14,Female
26408,1956-11-30,Female
26409,1957-01-30,Female
26410,1961-05-06,Male
26411,1956-05-05,Male
26412,1960-09-11,Female
26413,1955-03-13,Female
26414,1960-09-01,Male
26415,1953-10-15,Female
26416,1954-02-07,Female
26417,1954-06-19,Male
26418,1958-08-06,Male
26419,1952-10-21,Male
26420,1953-03-31,Male
26421,1980-10-03,Female
26422,1981-03-02,Male
26423,1981-05-04,Male
26424,1981-10-31,Female
26425,1982-05-12,Female
26426,1981-12-13,Female
26427,1982-06-27,Female
26428,1982-05-22,Male
26429,1982-04-25,Male
26430,1981-05-09,Female
26431,1980-02-13,Male
26432,1981-05-20,Female
26433,1981-01-23,Male
26434,1980-02-20,Female
26435,1984-10-02,Female
26436,1979-06-25,Female
26437,1978-12-17,Female
26438,1978-10-19,Female
26439,1977-09-02,Male
26440,1983-01-10,Male
26441,1976-09-08,Male
26442,1977-07-06,Female
26443,1977-01-22,Female
26444,1976-04-03,Female
26445,1976-03-05,Male
26446,1975-09-06,Male
26447,1976-10-17,Male
26448,1954-06-25,Female
26449,1959-03-08,Male
26450,1958-12-24,Female
26451,1948-08-09,Female
26452,1942-10-15,Male
26453,1942-09-14,Male
26454,1948-11-22,Male
26455,1944-12-14,Male
26456,1944-10-02,Male
26457,1945-02-09,Female
26458,1944-12-31,Male
26459,1945-02-16,Female
26460,1945-09-06,Female
26461,1946-05-24,Female
26462,1951-02-17,Female
26463,1946-04-02,Female
26464,1947-05-04,Female
26465,1952-06-01,Female
26466,1946-09-22,Male
26467,1947-02-19,Female
